Period,Data_value,Magnitude
2019.12,3876.885,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,3497.474,6
2016.09,3686.892,6
2016.12,3726.496,6
2017.03,3646.739,6
2017.06,3605.416,6
2017.09,3742.768,6
2017.12,3687.847,6
2018.03,3637.454,6
2018.06,3706.952,6
2018.09,3741.137,6
2018.12,3752.926,6
2019.03,3670.674,6
2019.06,3830.499,6
2019.09,3728.969,6
2019.12,4045.656,6
2020.03,3724.404,6
2020.06,3515.44,6
2020.09,3713.045,6
2020.12,4000.303,6
2021.03,3794.209,6
2021.06,4041.381,6
2021.09,3953.567,6
2021.12,4549.585,6
2022.03,3972.409,6
2022.06,4206.414,6
2022.09,4236.58,6
2022.12,4469.407,6
2023.03,4274.645,6
2023.06,4458.778,6
2023.09,4675.892,6
2023.12,4716.838,6
2016.06,3497.474,6
2016.09,3686.892,6
2016.12,3726.496,6
2017.03,3646.739,6
2017.06,3605.416,6
2017.09,3742.768,6
2017.12,3687.847,6
2018.03,3637.454,6
2018.06,3706.952,6
2018.09,3741.137,6
2018.12,3752.926,6
2019.03,3670.674,6
2019.06,3830.499,6
2019.09,3728.969,6
2019.12,4045.656,6
2020.03,3724.404,6
2020.06,3515.44,6
2020.09,3713.045,6
2020.12,4000.303,6
2021.03,3794.209,6
2021.06,4041.381,6
2021.09,3953.567,6
2021.12,4549.585,6
2022.03,3972.409,6
2022.06,4206.414,6
2022.09,4236.58,6
2022.12,4469.407,6
2023.03,4274.645,6
2023.06,4458.778,6
2023.09,4675.892,6
2023.12,4716.838,6
2016.06,3542.287,6
2016.09,3644.676,6
2016.12,3686.664,6
2017.03,3672.38,6
2017.06,3663.181,6
2017.09,3677.529,6
2017.12,3684.742,6
2018.03,3680.042,6
2018.06,3698.186,6
2018.09,3722.21,6
2018.12,3735.352,6
2019.03,3725.179,6
2019.06,3773.301,6
2019.09,3838.431,6
2019.12,3876.885,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,6792.689,6
2016.09,6352.806,6
2016.12,7496.077,6
2017.03,6480.287,6
2017.06,7125.573,6
2017.09,6531.226,6
2017.12,8050.852,6
2018.03,7031.13,6
2018.06,8043.255,6
2018.09,7672.916,6
2018.12,8219.079,6
2019.03,7411.122,6
2019.06,7680.969,6
2019.09,7895.094,6
2019.12,8476.769,6
2020.03,7785.523,6
2020.06,6844.56,6
2020.09,7716.117,6
2020.12,8908.61,6
2021.03,8420.492,6
2021.06,9153.746,6
2021.09,8960.461,6
2021.12,9267.458,6
2022.03,8502.928,6
2022.06,8890.599,6
2022.09,8533.809,6
2022.12,8833.138,6
2023.03,8337.541,6
2023.06,9121.203,6
2023.09,9037.467,6
2023.12,9358.111,6
2016.06,6777.909,6
2016.09,6651.338,6
2016.12,6805.348,6
2017.03,6890.468,6
2017.06,7091.593,6
2017.09,6818.856,6
2017.12,7378.133,6
2018.03,7446.809,6
2018.06,7969.446,6
2018.09,7977.536,6
2018.12,7620.34,6
2019.03,7823.963,6
2019.06,7574.244,6
2019.09,8146.375,6
2019.12,7983.225,6
2020.03,8165.648,6
2020.06,6742.136,6
2020.09,7893.317,6
2020.12,8495.507,6
2021.03,8803.608,6
2021.06,8994.291,6
2021.09,9120.561,6
2021.12,8909.317,6
2022.03,8877.539,6
2022.06,8718.661,6
2022.09,8658.07,6
2022.12,8529.48,6
2023.03,8711.586,6
2023.06,8923.582,6
2023.09,9155.358,6
2023.12,9059.81,6
2016.06,6869.21,6
2016.09,6690.639,6
2016.12,6783.168,6
2017.03,6884.252,6
2017.06,6957.429,6
2017.09,7037.523,6
2017.12,7245.379,6
2018.03,7585.101,6
2018.06,7839.212,6
2018.09,7888.952,6
2018.12,7782.149,6
2019.03,7700.873,6
2019.06,7783.929,6
2019.09,7940.064,6
2019.12,8088.366,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,6792.689,6
2016.09,6352.806,6
2016.12,7496.077,6
2017.03,6480.287,6
2017.06,7125.573,6
2017.09,6531.226,6
2017.12,8050.852,6
2018.03,7031.13,6
2018.06,8043.255,6
2018.09,7672.916,6
2018.12,8219.079,6
2019.03,7411.122,6
2019.06,7680.969,6
2019.09,7895.094,6
2019.12,8476.769,6
2020.03,7785.523,6
2020.06,6844.56,6
2020.09,7716.117,6
2020.12,8908.61,6
2021.03,8420.492,6
2021.06,9153.746,6
2021.09,8960.461,6
2021.12,9267.458,6
2022.03,8502.928,6
2022.06,8890.599,6
2022.09,8533.809,6
2022.12,8833.138,6
2023.03,8337.541,6
2023.06,9121.203,6
2023.09,9037.467,6
2023.12,9358.111,6
2016.06,6777.909,6
2016.09,6651.338,6
2016.12,6805.348,6
2017.03,6890.468,6
2017.06,7091.593,6
2017.09,6818.856,6
2017.12,7378.133,6
2018.03,7446.809,6
2018.06,7969.446,6
2018.09,7977.536,6
2018.12,7620.34,6
2019.03,7823.963,6
2019.06,7574.244,6
2019.09,8146.375,6
2019.12,7983.225,6
2020.03,8165.648,6
2020.06,6742.136,6
2020.09,7893.317,6
2020.12,8495.507,6
2021.03,8803.608,6
2021.06,8994.291,6
2021.09,9120.561,6
2021.12,8909.317,6
2022.03,8877.539,6
2022.06,8718.661,6
2022.09,8658.07,6
2022.12,8529.48,6
2023.03,8711.586,6
2023.06,8923.582,6
2023.09,9155.358,6
2023.12,9059.81,6
2016.06,6869.21,6
2016.09,6690.639,6
2016.12,6783.168,6
2017.03,6884.252,6
2017.06,6957.429,6
2017.09,7037.523,6
2017.12,7245.379,6
2018.03,7585.101,6
2018.06,7839.212,6
2018.09,7888.952,6
2018.12,7782.149,6
2019.03,7700.873,6
2019.06,7783.929,6
2019.09,7940.064,6
2019.12,8088.366,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,8922.96,6
2016.09,8981.226,6
2016.12,8898.923,6
2017.03,8367.531,6
2017.06,9449.473,6
2017.09,9623.008,6
2017.12,9706.324,6
2018.03,9008.065,6
2018.06,10314.332,6
2018.09,10362.386,6
2018.12,10517.105,6
2019.03,9748.995,6
2019.06,10992.6,6
2019.09,11438.635,6
2019.12,11186.733,6
2020.03,10368.379,6
2020.06,10325.661,6
2020.09,11440.003,6
2020.12,11390.721,6
2021.03,10721.159,6
2021.06,12513.83,6
2021.09,12608.398,6
2021.12,13315.658,6
2022.03,12293.416,6
2022.06,13950.402,6
2022.09,14423.909,6
2022.12,14702.897,6
2023.03,13082.547,6
2023.06,15085.484,6
2023.09,15140.027,6
2023.12,15108.259,6
2016.06,8652.053,6
2016.09,8731.089,6
2016.12,8723.836,6
2017.03,9074.399,6
2017.06,9183.298,6
2017.09,9349.134,6
2017.12,9535.588,6
2018.03,9743.38,6
2018.06,10026.45,6
2018.09,10066.097,6
2018.12,10349.774,6
2019.03,10532.73,6
2019.06,10675.653,6
2019.09,11125.048,6
2019.12,11001.913,6
2020.03,11209.469,6
2020.06,10022.554,6
2020.09,11136.796,6
2020.12,11181.155,6
2021.03,11608.945,6
2021.06,12148.032,6
2021.09,12277.39,6
2021.12,13045.261,6
2022.03,13335.628,6
2022.06,13542.192,6
2022.09,14051.191,6
2022.12,14377.364,6
2023.03,14210.085,6
2023.06,14650.338,6
2023.09,14750.66,6
2023.12,14750.775,6
2016.06,8676.68,6
2016.09,8681.311,6
2016.12,8800.463,6
2017.03,9008.456,6
2017.06,9207.89,6
2017.09,9346.415,6
2017.12,9531.68,6
2018.03,9770.742,6
2018.06,9967.257,6
2018.09,10127.203,6
2018.12,10320.004,6
2019.03,10511.744,6
2019.06,10765.638,6
2019.09,10994.186,6
2019.12,11110.793,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,4110.343,6
2016.09,3983.202,6
2016.12,3819.844,6
2017.03,3712.874,6
2017.06,4326.216,6
2017.09,4161.829,6
2017.12,4204.047,6
2018.03,4122.543,6
2018.06,4957,6
2018.09,4548.408,6
2018.12,4444.511,6
2019.03,4284.569,6
2019.06,4741.07,6
2019.09,4701.596,6
2019.12,4640.222,6
2020.03,4098.939,6
2020.06,3359.765,6
2020.09,3638.732,6
2020.12,3477.116,6
2021.03,3243.002,6
2021.06,4450.635,6
2021.09,4115.4,6
2021.12,3832.398,6
2022.03,3540.444,6
2022.06,5069.989,6
2022.09,5260.02,6
2022.12,5054.965,6
2023.03,4902.473,6
2023.06,5767.437,6
2023.09,5732.643,6
2023.12,5145.798,6
2016.06,3851.536,6
2016.09,3956.622,6
2016.12,3868.309,6
2017.03,3957.523,6
2017.06,4055.166,6
2017.09,4129.447,6
2017.12,4252.912,6
2018.03,4407.265,6
2018.06,4643.972,6
2018.09,4505.196,6
2018.12,4490.407,6
2019.03,4604.025,6
2019.06,4438.753,6
2019.09,4634.457,6
2019.12,4691.57,6
2020.03,4430.405,6
2020.06,3147.927,6
2020.09,3555.065,6
2020.12,3524.893,6
2021.03,3530.106,6
2021.06,4170.04,6
2021.09,3982.357,6
2021.12,3900.708,6
2022.03,3878.637,6
2022.06,4748.865,6
2022.09,5044.883,6
2022.12,5167.134,6
2023.03,5401.328,6
2023.06,5392.192,6
2023.09,5468.969,6
2023.12,5277.817,6
2016.06,3895.168,6
2016.09,3898.36,6
2016.12,3905.675,6
2017.03,3948.012,6
2017.06,4047.505,6
2017.09,4136.117,6
2017.12,4247.79,6
2018.03,4444.661,6
2018.06,4573.68,6
2018.09,4546.113,6
2018.12,4499.607,6
2019.03,4503.388,6
2019.06,4525.196,6
2019.09,4626.586,6
2019.12,4666.575,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,13047.16,6
2016.09,12972.527,6
2016.12,12725.845,6
2017.03,12091.179,6
2017.06,13788.058,6
2017.09,13772.667,6
2017.12,13909.267,6
2018.03,13128.303,6
2018.06,15268.804,6
2018.09,14908.758,6
2018.12,14959.931,6
2019.03,14039.008,6
2019.06,15738.897,6
2019.09,16148.297,6
2019.12,15832.453,6
2020.03,14473.174,6
2020.06,13685.426,6
2020.09,15078.735,6
2020.12,14867.837,6
2021.03,13964.161,6
2021.06,16964.465,6
2021.09,16723.798,6
2021.12,17148.057,6
2022.03,15833.86,6
2022.06,19020.39,6
2022.09,19683.93,6
2022.12,19757.862,6
2023.03,17985.021,6
2023.06,20852.921,6
2023.09,20872.67,6
2023.12,20254.058,6
2016.06,12511.452,6
2016.09,12671.736,6
2016.12,12588.595,6
2017.03,13047.289,6
2017.06,13249.808,6
2017.09,13450.314,6
2017.12,13775.725,6
2018.03,14195.3,6
2018.06,14690.281,6
2018.09,14522.116,6
2018.12,14813.7,6
2019.03,15226.097,6
2019.06,15113.596,6
2019.09,15697.587,6
2019.12,15651.866,6
2020.03,15768.153,6
2020.06,13135.288,6
2020.09,14632.743,6
2020.12,14689.029,6
2021.03,15283.944,6
2021.06,16271.905,6
2021.09,16194.016,6
2021.12,16937.601,6
2022.03,17382.777,6
2022.06,18230.163,6
2022.09,19032.949,6
2022.12,19522,6
2023.03,19775.055,6
2023.06,19969.46,6
2023.09,20173.661,6
2023.12,20019.328,6
2016.06,12576.713,6
2016.09,12574.61,6
2016.12,12704.849,6
2017.03,12970.031,6
2017.06,13259.151,6
2017.09,13461.891,6
2017.12,13774.997,6
2018.03,14247.545,6
2018.06,14552.445,6
2018.09,14628.847,6
2018.12,14836.377,6
2019.03,15089.002,6
2019.06,15300.657,6
2019.09,15542.075,6
2019.12,15739.351,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,608.795,6
2016.09,615.288,6
2016.12,712.469,6
2017.03,682.043,6
2017.06,588.859,6
2017.09,664.329,6
2017.12,710.807,6
2018.03,746.61,6
2018.06,643.4,6
2018.09,734.115,6
2018.12,735.413,6
2019.03,770.617,6
2019.06,651.267,6
2019.09,803.775,6
2019.12,860.289,6
2020.03,889.277,6
2020.06,589.656,6
2020.09,733.89,6
2020.12,779.956,6
2021.03,917.319,6
2021.06,708.535,6
2021.09,771.078,6
2021.12,828.369,6
2022.03,881.655,6
2022.06,695.365,6
2022.09,843.75,6
2022.12,888.82,6
2023.03,991.736,6
2023.06,759.77,6
2023.09,980.262,6
2023.12,1040.401,6
2016.06,709.905,6
2016.09,613.976,6
2016.12,677.46,6
2017.03,630.252,6
2017.06,679.279,6
2017.09,663.451,6
2017.12,677.191,6
2018.03,692.475,6
2018.06,736.714,6
2018.09,733.984,6
2018.12,703.091,6
2019.03,712.813,6
2019.06,746.309,6
2019.09,802.212,6
2019.12,827.324,6
2020.03,815.39,6
2020.06,681.505,6
2020.09,730.647,6
2020.12,752.261,6
2021.03,834.561,6
2021.06,826.578,6
2021.09,766.965,6
2021.12,798.606,6
2022.03,798.277,6
2022.06,816.917,6
2022.09,839.648,6
2022.12,854.086,6
2023.03,897.487,6
2023.06,895.754,6
2023.09,975.282,6
2023.12,997.949,6
2016.06,697.769,6
2016.09,672.339,6
2016.12,653.024,6
2017.03,654.627,6
2017.06,660.517,6
2017.09,672.442,6
2017.12,673.121,6
2018.03,700.062,6
2018.06,729.758,6
2018.09,730.314,6
2018.12,709.378,6
2019.03,711.677,6
2019.06,750.115,6
2019.09,798.765,6
2019.12,825.198,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,608.795,6
2016.09,615.288,6
2016.12,712.469,6
2017.03,682.043,6
2017.06,588.859,6
2017.09,664.329,6
2017.12,710.807,6
2018.03,746.61,6
2018.06,643.4,6
2018.09,734.115,6
2018.12,735.413,6
2019.03,770.617,6
2019.06,651.267,6
2019.09,803.775,6
2019.12,860.289,6
2020.03,889.277,6
2020.06,589.656,6
2020.09,733.89,6
2020.12,779.956,6
2021.03,917.319,6
2021.06,708.535,6
2021.09,771.078,6
2021.12,828.369,6
2022.03,881.655,6
2022.06,695.365,6
2022.09,843.75,6
2022.12,888.82,6
2023.03,991.736,6
2023.06,759.77,6
2023.09,980.262,6
2023.12,1040.401,6
2016.06,709.905,6
2016.09,613.976,6
2016.12,677.46,6
2017.03,630.252,6
2017.06,679.279,6
2017.09,663.451,6
2017.12,677.191,6
2018.03,692.475,6
2018.06,736.714,6
2018.09,733.984,6
2018.12,703.091,6
2019.03,712.813,6
2019.06,746.309,6
2019.09,802.212,6
2019.12,827.324,6
2020.03,815.39,6
2020.06,681.505,6
2020.09,730.647,6
2020.12,752.261,6
2021.03,834.561,6
2021.06,826.578,6
2021.09,766.965,6
2021.12,798.606,6
2022.03,798.277,6
2022.06,816.917,6
2022.09,839.648,6
2022.12,854.086,6
2023.03,897.487,6
2023.06,895.754,6
2023.09,975.282,6
2023.12,997.949,6
2016.06,697.769,6
2016.09,672.339,6
2016.12,653.024,6
2017.03,654.627,6
2017.06,660.517,6
2017.09,672.442,6
2017.12,673.121,6
2018.03,700.062,6
2018.06,729.758,6
2018.09,730.314,6
2018.12,709.378,6
2019.03,711.677,6
2019.06,750.115,6
2019.09,798.765,6
2019.12,825.198,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,3214.579,6
2016.09,3268.826,6
2016.12,3286.048,6
2017.03,3201.629,6
2017.06,3284.048,6
2017.09,3377.596,6
2017.12,3423.368,6
2018.03,3371.821,6
2018.06,3510.303,6
2018.09,3730.534,6
2018.12,3756.251,6
2019.03,3650.845,6
2019.06,3822.281,6
2019.09,4088.925,6
2019.12,4154.182,6
2020.03,3982.186,6
2020.06,3938.737,6
2020.09,4773.693,6
2020.12,4562.15,6
2021.03,4376.313,6
2021.06,4597.635,6
2021.09,4717.815,6
2021.12,5060.725,6
2022.03,4718.493,6
2022.06,5055.075,6
2022.09,5175.093,6
2022.12,5181.425,6
2023.03,4939.923,6
2023.06,5323.653,6
2023.09,5714.09,6
2023.12,5817.88,6
2016.06,3246.182,6
2016.09,3216.666,6
2016.12,3229.314,6
2017.03,3283.335,6
2017.06,3316.371,6
2017.09,3315.049,6
2017.12,3366.606,6
2018.03,3465.358,6
2018.06,3550.252,6
2018.09,3647.838,6
2018.12,3688.365,6
2019.03,3767.362,6
2019.06,3871.2,6
2019.09,3987.732,6
2019.12,4068.063,6
2020.03,4127.403,6
2020.06,3988.321,6
2020.09,4651.105,6
2020.12,4458.595,6
2021.03,4552.488,6
2021.06,4647.901,6
2021.09,4595.774,6
2021.12,4942.371,6
2022.03,4922.89,6
2022.06,5098.616,6
2022.09,5038.316,6
2022.12,5063.454,6
2023.03,5164.411,6
2023.06,5361.075,6
2023.09,5556.959,6
2023.12,5690.681,6
2016.06,3238.389,6
2016.09,3224.238,6
2016.12,3233.835,6
2017.03,3279.739,6
2017.06,3308.984,6
2017.09,3321.872,6
2017.12,3370.672,6
2018.03,3458.926,6
2018.06,3557.323,6
2018.09,3635.702,6
2018.12,3696.38,6
2019.03,3767.253,6
2019.06,3873.898,6
2019.09,3983.025,6
2019.12,4064.413,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,3214.579,6
2016.09,3268.826,6
2016.12,3286.048,6
2017.03,3201.629,6
2017.06,3284.048,6
2017.09,3377.596,6
2017.12,3423.368,6
2018.03,3371.821,6
2018.06,3510.303,6
2018.09,3730.534,6
2018.12,3756.251,6
2019.03,3650.845,6
2019.06,3822.281,6
2019.09,4088.925,6
2019.12,4154.182,6
2020.03,3982.186,6
2020.06,3938.737,6
2020.09,4773.693,6
2020.12,4562.15,6
2021.03,4376.313,6
2021.06,4597.635,6
2021.09,4717.815,6
2021.12,5060.725,6
2022.03,4718.493,6
2022.06,5055.075,6
2022.09,5175.093,6
2022.12,5181.425,6
2023.03,4939.923,6
2023.06,5323.653,6
2023.09,5714.09,6
2023.12,5817.88,6
2016.06,3246.182,6
2016.09,3216.666,6
2016.12,3229.314,6
2017.03,3283.335,6
2017.06,3316.371,6
2017.09,3315.049,6
2017.12,3366.606,6
2018.03,3465.358,6
2018.06,3550.252,6
2018.09,3647.838,6
2018.12,3688.365,6
2019.03,3767.362,6
2019.06,3871.2,6
2019.09,3987.732,6
2019.12,4068.063,6
2020.03,4127.403,6
2020.06,3988.321,6
2020.09,4651.105,6
2020.12,4458.595,6
2021.03,4552.488,6
2021.06,4647.901,6
2021.09,4595.774,6
2021.12,4942.371,6
2022.03,4922.89,6
2022.06,5098.616,6
2022.09,5038.316,6
2022.12,5063.454,6
2023.03,5164.411,6
2023.06,5361.075,6
2023.09,5556.959,6
2023.12,5690.681,6
2016.06,3238.389,6
2016.09,3224.238,6
2016.12,3233.835,6
2017.03,3279.739,6
2017.06,3308.984,6
2017.09,3321.872,6
2017.12,3370.672,6
2018.03,3458.926,6
2018.06,3557.323,6
2018.09,3635.702,6
2018.12,3696.38,6
2019.03,3767.253,6
2019.06,3873.898,6
2019.09,3983.025,6
2019.12,4064.413,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,1059.336,6
2016.09,1168.528,6
2016.12,1256.082,6
2017.03,1222.957,6
2017.06,1123.981,6
2017.09,1188.992,6
2017.12,1240.668,6
2018.03,1263.25,6
2018.06,1166.067,6
2018.09,1321.908,6
2018.12,1287.296,6
2019.03,1328.926,6
2019.06,1217.807,6
2019.09,1391.141,6
2019.12,1398.045,6
2020.03,1364.155,6
2020.06,791.117,6
2020.09,1225.711,6
2020.12,1251.611,6
2021.03,1325.745,6
2021.06,1393.421,6
2021.09,1317.491,6
2021.12,1085.31,6
2022.03,1196.521,6
2022.06,1357.133,6
2022.09,1561.822,6
2022.12,1514.951,6
2023.03,1531.888,6
2023.06,1542.648,6
2023.09,1642.12,6
2023.12,1535.753,6
2016.06,1137.94,6
2016.09,1166.986,6
2016.12,1214.179,6
2017.03,1183.374,6
2017.06,1207.985,6
2017.09,1185.346,6
2017.12,1201.735,6
2018.03,1223.342,6
2018.06,1251.722,6
2018.09,1312.71,6
2018.12,1253.111,6
2019.03,1287.621,6
2019.06,1305.616,6
2019.09,1372.935,6
2019.12,1370.353,6
2020.03,1323.977,6
2020.06,845.268,6
2020.09,1202.802,6
2020.12,1235.044,6
2021.03,1290.24,6
2021.06,1482.359,6
2021.09,1286.381,6
2021.12,1077.109,6
2022.03,1168.642,6
2022.06,1436.5,6
2022.09,1519.598,6
2022.12,1509.597,6
2023.03,1501.214,6
2023.06,1627.238,6
2023.09,1592.293,6
2023.12,1535.599,6
2016.06,1145.595,6
2016.09,1172.717,6
2016.12,1197.323,6
2017.03,1200.708,6
2017.06,1194.111,6
2017.09,1194.164,6
2017.12,1199.138,6
2018.03,1223.839,6
2018.06,1255.748,6
2018.09,1268.327,6
2018.12,1267.879,6
2019.03,1276.944,6
2019.06,1319.205,6
2019.09,1362.264,6
2019.12,1370.084,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,2024.111,6
2016.09,2130.915,6
2016.12,2212.397,6
2017.03,2106.601,6
2017.06,2214.264,6
2017.09,2272.563,6
2017.12,2304.067,6
2018.03,2159.722,6
2018.06,2395.334,6
2018.09,2434.241,6
2018.12,2441.75,6
2019.03,2366.432,6
2019.06,2520.395,6
2019.09,2562.344,6
2019.12,2553.098,6
2020.03,2364.816,6
2020.06,1934.127,6
2020.09,2505.344,6
2020.12,2674.758,6
2021.03,2519.283,6
2021.06,2801.277,6
2021.09,2514.549,6
2021.12,2822.473,6
2022.03,2695.485,6
2022.06,2920.925,6
2022.09,3027.797,6
2022.12,3057.88,6
2023.03,2976.248,6
2023.06,3186.806,6
2023.09,3297.067,6
2023.12,3268.613,6
2016.06,2024.111,6
2016.09,2130.915,6
2016.12,2212.397,6
2017.03,2106.601,6
2017.06,2214.264,6
2017.09,2272.563,6
2017.12,2304.067,6
2018.03,2159.722,6
2018.06,2395.334,6
2018.09,2434.241,6
2018.12,2441.75,6
2019.03,2366.432,6
2019.06,2520.395,6
2019.09,2562.344,6
2019.12,2553.098,6
2020.03,2364.816,6
2020.06,1934.127,6
2020.09,2505.344,6
2020.12,2674.758,6
2021.03,2519.283,6
2021.06,2801.277,6
2021.09,2514.549,6
2021.12,2822.473,6
2022.03,2695.485,6
2022.06,2920.925,6
2022.09,3027.797,6
2022.12,3057.88,6
2023.03,2976.248,6
2023.06,3186.806,6
2023.09,3297.067,6
2023.12,3268.613,6
2016.06,2022.852,6
2016.09,2111.21,6
2016.12,2162.339,6
2017.03,2173.719,6
2017.06,2213.031,6
2017.09,2244.639,6
2017.12,2256.458,6
2018.03,2274.301,6
2018.06,2343.835,6
2018.09,2407.496,6
2018.12,2428.799,6
2019.03,2436.602,6
2019.06,2504.203,6
2019.09,2542.753,6
2019.12,2470.195,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,3079.593,6
2016.09,3292.213,6
2016.12,3456.216,6
2017.03,3317.373,6
2017.06,3327.254,6
2017.09,3453.172,6
2017.12,3537.993,6
2018.03,3409.471,6
2018.06,3550.493,6
2018.09,3750.16,6
2018.12,3719.97,6
2019.03,3688.599,6
2019.06,3747.633,6
2019.09,3964.319,6
2019.12,3963.263,6
2020.03,3737.409,6
2020.06,2725.244,6
2020.09,3731.055,6
2020.12,3926.369,6
2021.03,3845.028,6
2021.06,4194.699,6
2021.09,3832.04,6
2021.12,3907.783,6
2022.03,3892.006,6
2022.06,4278.058,6
2022.09,4589.619,6
2022.12,4572.831,6
2023.03,4508.136,6
2023.06,4729.454,6
2023.09,4939.187,6
2023.12,4804.366,6
2016.06,3083.448,6
2016.09,3299.443,6
2016.12,3468.479,6
2017.03,3329.558,6
2017.06,3338.245,6
2017.09,3461.555,6
2017.12,3544.736,6
2018.03,3422.973,6
2018.06,3561.401,6
2018.09,3756.149,6
2018.12,3729.045,6
2019.03,3695.357,6
2019.06,3738.202,6
2019.09,3953.484,6
2019.12,3951.142,6
2020.03,3728.971,6
2020.06,2725.244,6
2020.09,3731.055,6
2020.12,3926.369,6
2021.03,3845.028,6
2021.06,4194.699,6
2021.09,3832.04,6
2021.12,3907.783,6
2022.03,3892.006,6
2022.06,4278.058,6
2022.09,4589.619,6
2022.12,4572.831,6
2023.03,4508.136,6
2023.06,4729.454,6
2023.09,4939.187,6
2023.12,4804.366,6
2016.06,3109.491,6
2016.09,3300.73,6
2016.12,3415.864,6
2017.03,3365.431,6
2017.06,3347.186,6
2017.09,3462.294,6
2017.12,3498.481,6
2018.03,3472.096,6
2018.06,3566.857,6
2018.09,3719.918,6
2018.12,3738.749,6
2019.03,3694.418,6
2019.06,3773.885,6
2019.09,3949.182,6
2019.12,3855.138,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,726.611,6
2016.09,679.087,6
2016.12,711.031,6
2017.03,703.814,6
2017.06,816.845,6
2017.09,828.607,6
2017.12,829.187,6
2018.03,954.802,6
2018.06,1058.967,6
2018.09,1087.09,6
2018.12,1118.309,6
2019.03,1007.684,6
2019.06,1139.96,6
2019.09,1076.938,6
2019.12,1036.821,6
2020.03,821.351,6
2020.06,872.442,6
2020.09,1113.127,6
2020.12,1126.702,6
2021.03,1038.363,6
2021.06,1333.336,6
2021.09,1341.71,6
2021.12,1238.377,6
2022.03,1010.208,6
2022.06,1325.837,6
2022.09,1367.932,6
2022.12,1246.532,6
2023.03,952.16,6
