Period,Data_value,Magnitude
2018.12,526.554,6
2019.03,526.496,6
2019.06,525.928,6
2019.09,562.96,6
2019.12,553.143,6
2020.03,544.413,6
2020.06,437.852,6
2020.09,642.022,6
2020.12,587.262,6
2021.03,606.208,6
2021.06,648.955,6
2021.09,573.26,6
2021.12,661.692,6
2022.03,690.67,6
2022.06,689.999,6
2022.09,706.627,6
2022.12,750.069,6
2023.03,757.171,6
2023.06,729.55,6
2023.09,730.703,6
2023.12,677.211,6
2016.06,488.242,6
2016.09,505.056,6
2016.12,506.116,6
2017.03,495.218,6
2017.06,478.263,6
2017.09,472.524,6
2017.12,484.07,6
2018.03,499.354,6
2018.06,505.136,6
2018.09,510.845,6
2018.12,521.702,6
2019.03,525.87,6
2019.06,534.673,6
2019.09,551.709,6
2019.12,553.517,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,24193.497,6
2016.09,23091.046,6
2016.12,26711.908,6
2017.03,25530.882,6
2017.06,26453.877,6
2017.09,25116.09,6
2017.12,29414.524,6
2018.03,27310.22,6
2018.06,28060.813,6
2018.09,26813.586,6
2018.12,30445.376,6
2019.03,28355.678,6
2019.06,28425.172,6
2019.09,27075.579,6
2019.12,31667.45,6
2020.03,29081.295,6
2020.06,25631.863,6
2020.09,26692.333,6
2020.12,30495.139,6
2021.03,29060.804,6
2021.06,30635.246,6
2021.09,27699.995,6
2021.12,35245.763,6
2022.03,33302.861,6
2022.06,32737.683,6
2022.09,32222.324,6
2022.12,35749.295,6
2023.03,31712.247,6
2023.06,32874.216,6
2023.09,29676.477,6
2023.12,33324.529,6
2016.06,24323.301,6
2016.09,24558.499,6
2016.12,24932.318,6
2017.03,25745.956,6
2017.06,26522.13,6
2017.09,26732.987,6
2017.12,27439.144,6
2018.03,27593.289,6
2018.06,28068.308,6
2018.09,28539.85,6
2018.12,28456.171,6
2019.03,28664.805,6
2019.06,28341.443,6
2019.09,28826.888,6
2019.12,29645.677,6
2020.03,29480.471,6
2020.06,25446.441,6
2020.09,28370.048,6
2020.12,28625.127,6
2021.03,29581.347,6
2021.06,30252.53,6
2021.09,29432.017,6
2021.12,33076.919,6
2022.03,34060.525,6
2022.06,32261.17,6
2022.09,34165.172,6
2022.12,33529.748,6
2023.03,32554.265,6
2023.06,32350.543,6
2023.09,31450.608,6
2023.12,31224.559,6
2016.06,24294.315,6
2016.09,24538.527,6
2016.12,24989.479,6
2017.03,25749.67,6
2017.06,26405.494,6
2017.09,26887.765,6
2017.12,27298.15,6
2018.03,27681.198,6
2018.06,28085.005,6
2018.09,28437.106,6
2018.12,28578.929,6
2019.03,28505.828,6
2019.06,28474.805,6
2019.09,28888.704,6
2019.12,29491.355,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,4389.346,6
2016.09,4518.372,6
2016.12,4000.873,6
2017.03,4016.159,6
2017.06,4695.998,6
2017.09,5194.823,6
2017.12,4701.467,6
2018.03,4496.772,6
2018.06,4840.18,6
2018.09,5156.148,6
2018.12,5614.962,6
2019.03,5179.837,6
2019.06,5227.452,6
2019.09,5643.33,6
2019.12,4852.274,6
2020.03,4646.124,6
2020.06,4948.016,6
2020.09,5714.787,6
2020.12,5060.137,6
2021.03,5555.283,6
2021.06,6827.519,6
2021.09,6031.352,6
2021.12,4926.692,6
2022.03,5598.615,6
2022.06,6421.209,6
2022.09,5794.891,6
2022.12,5053.223,6
2023.03,5685.294,6
2023.06,5816.308,6
2023.09,6646.915,6
2023.12,6236.742,6
2016.06,4389.346,6
2016.09,4518.372,6
2016.12,4000.873,6
2017.03,4016.159,6
2017.06,4695.998,6
2017.09,5194.823,6
2017.12,4701.467,6
2018.03,4496.772,6
2018.06,4840.18,6
2018.09,5156.148,6
2018.12,5614.962,6
2019.03,5179.837,6
2019.06,5227.452,6
2019.09,5643.33,6
2019.12,4852.274,6
2020.03,4646.124,6
2020.06,4948.016,6
2020.09,5714.787,6
2020.12,5060.137,6
2021.03,5555.283,6
2021.06,6827.519,6
2021.09,6031.352,6
2021.12,4926.692,6
2022.03,5598.615,6
2022.06,6421.209,6
2022.09,5794.891,6
2022.12,5053.223,6
2023.03,5685.294,6
2023.06,5816.308,6
2023.09,6646.915,6
2023.12,6236.742,6
2016.06,4492.483,6
2016.09,4362.252,6
2016.12,4077.79,6
2017.03,4087.921,6
2017.06,4693.472,6
2017.09,5041.214,6
2017.12,4776.465,6
2018.03,4558.082,6
2018.06,4819.475,6
2018.09,5108.545,6
2018.12,5178.257,6
2019.03,5153.094,6
2019.06,5368.766,6
2019.09,5396.1,6
2019.12,4989.487,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,4389.346,6
2016.09,4518.372,6
2016.12,4000.873,6
2017.03,4016.159,6
2017.06,4695.998,6
2017.09,5194.823,6
2017.12,4701.467,6
2018.03,4496.772,6
2018.06,4840.18,6
2018.09,5156.148,6
2018.12,5614.962,6
2019.03,5179.837,6
2019.06,5227.452,6
2019.09,5643.33,6
2019.12,4852.274,6
2020.03,4646.124,6
2020.06,4948.016,6
2020.09,5714.787,6
2020.12,5060.137,6
2021.03,5555.283,6
2021.06,6827.519,6
2021.09,6031.352,6
2021.12,4926.692,6
2022.03,5598.615,6
2022.06,6421.209,6
2022.09,5794.891,6
2022.12,5053.223,6
2023.03,5685.294,6
2023.06,5816.308,6
2023.09,6646.915,6
2023.12,6236.742,6
2016.06,4389.346,6
2016.09,4518.372,6
2016.12,4000.873,6
2017.03,4016.159,6
2017.06,4695.998,6
2017.09,5194.823,6
2017.12,4701.467,6
2018.03,4496.772,6
2018.06,4840.18,6
2018.09,5156.148,6
2018.12,5614.962,6
2019.03,5179.837,6
2019.06,5227.452,6
2019.09,5643.33,6
2019.12,4852.274,6
2020.03,4646.124,6
2020.06,4948.016,6
2020.09,5714.787,6
2020.12,5060.137,6
2021.03,5555.283,6
2021.06,6827.519,6
2021.09,6031.352,6
2021.12,4926.692,6
2022.03,5598.615,6
2022.06,6421.209,6
2022.09,5794.891,6
2022.12,5053.223,6
2023.03,5685.294,6
2023.06,5816.308,6
2023.09,6646.915,6
2023.12,6236.742,6
2016.06,4492.483,6
2016.09,4362.252,6
2016.12,4077.79,6
2017.03,4087.921,6
2017.06,4693.472,6
2017.09,5041.214,6
2017.12,4776.465,6
2018.03,4558.082,6
2018.06,4819.475,6
2018.09,5108.545,6
2018.12,5178.257,6
2019.03,5153.094,6
2019.06,5368.766,6
2019.09,5396.1,6
2019.12,4989.487,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,13386.067,6
2016.09,13419.541,6
2016.12,14477.984,6
2017.03,13367.602,6
2017.06,15121.242,6
2017.09,14890.877,6
2017.12,15832.221,6
2018.03,14111.011,6
2018.06,16480.01,6
2018.09,16459.025,6
2018.12,16806.615,6
2019.03,15357.359,6
2019.06,17623.099,6
2019.09,17769.074,6
2019.12,18744.633,6
2020.03,16892.923,6
2020.06,13626.094,6
2020.09,19341.282,6
2020.12,19641.46,6
2021.03,18423.251,6
2021.06,21039.319,6
2021.09,18768.192,6
2021.12,22266.292,6
2022.03,20866.533,6
2022.06,23252.126,6
2022.09,23931.541,6
2022.12,25450.75,6
2023.03,22016.477,6
2023.06,25919.917,6
2023.09,25778.911,6
2023.12,25548.296,6
2016.06,12925.459,6
2016.09,13273.002,6
2016.12,13972.331,6
2017.03,14552.765,6
2017.06,14628.788,6
2017.09,14721.3,6
2017.12,15288.494,6
2018.03,15331.18,6
2018.06,15973.684,6
2018.09,16240.173,6
2018.12,16269.352,6
2019.03,16654.141,6
2019.06,17084.042,6
2019.09,17518.809,6
2019.12,18183.729,6
2020.03,18303.987,6
2020.06,13197.417,6
2020.09,19050.468,6
2020.12,19110.3,6
2021.03,19934.623,6
2021.06,20363.732,6
2021.09,18471.187,6
2021.12,21718.51,6
2022.03,22542.851,6
2022.06,22508.587,6
2022.09,23528.084,6
2022.12,24875.866,6
2023.03,23754.042,6
2023.06,25093.174,6
2023.09,25324.781,6
2023.12,25017.381,6
2016.06,12851.748,6
2016.09,13339.595,6
2016.12,13966.078,6
2017.03,14486.21,6
2017.06,14633.392,6
2017.09,14828.311,6
2017.12,15132.572,6
2018.03,15485.388,6
2018.06,15891.847,6
2018.09,16206.821,6
2018.12,16335.687,6
2019.03,16634.297,6
2019.06,17064.544,6
2019.09,17592.243,6
2019.12,18055.943,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,13386.067,6
2016.09,13419.541,6
2016.12,14477.984,6
2017.03,13367.602,6
2017.06,15121.242,6
2017.09,14890.877,6
2017.12,15832.221,6
2018.03,14111.011,6
2018.06,16480.01,6
2018.09,16459.025,6
2018.12,16806.615,6
2019.03,15357.359,6
2019.06,17623.099,6
2019.09,17769.074,6
2019.12,18744.633,6
2020.03,16892.923,6
2020.06,13626.094,6
2020.09,19341.282,6
2020.12,19641.46,6
2021.03,18423.251,6
2021.06,21039.319,6
2021.09,18768.192,6
2021.12,22266.292,6
2022.03,20866.533,6
2022.06,23252.126,6
2022.09,23931.541,6
2022.12,25450.75,6
2023.03,22016.477,6
2023.06,25919.917,6
2023.09,25778.911,6
2023.12,25548.296,6
2016.06,12925.459,6
2016.09,13273.002,6
2016.12,13972.331,6
2017.03,14552.765,6
2017.06,14628.788,6
2017.09,14721.3,6
2017.12,15288.494,6
2018.03,15331.18,6
2018.06,15973.684,6
2018.09,16240.173,6
2018.12,16269.352,6
2019.03,16654.141,6
2019.06,17084.042,6
2019.09,17518.809,6
2019.12,18183.729,6
2020.03,18303.987,6
2020.06,13197.417,6
2020.09,19050.468,6
2020.12,19110.3,6
2021.03,19934.623,6
2021.06,20363.732,6
2021.09,18471.187,6
2021.12,21718.51,6
2022.03,22542.851,6
2022.06,22508.587,6
2022.09,23528.084,6
2022.12,24875.866,6
2023.03,23754.042,6
2023.06,25093.174,6
2023.09,25324.781,6
2023.12,25017.381,6
2016.06,12851.748,6
2016.09,13339.595,6
2016.12,13966.078,6
2017.03,14486.21,6
2017.06,14633.392,6
2017.09,14828.311,6
2017.12,15132.572,6
2018.03,15485.388,6
2018.06,15891.847,6
2018.09,16206.821,6
2018.12,16335.687,6
2019.03,16634.297,6
2019.06,17064.544,6
2019.09,17592.243,6
2019.12,18055.943,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,23406.009,6
2016.09,23994.212,6
2016.12,25705.259,6
2017.03,23310.026,6
2017.06,24840.66,6
2017.09,25475.251,6
2017.12,27896.872,6
2018.03,24728.334,6
2018.06,26645.783,6
2018.09,27695.288,6
2018.12,29271.97,6
2019.03,26038.196,6
2019.06,27624.213,6
2019.09,28200.644,6
2019.12,29838.982,6
2020.03,26520.993,6
2020.06,24951.225,6
2020.09,29794.725,6
2020.12,30657.717,6
2021.03,28146.432,6
2021.06,30996.44,6
2021.09,32032.226,6
2021.12,35975.655,6
2022.03,32754.199,6
2022.06,37340.78,6
2022.09,38903.207,6
2022.12,41541.633,6
2023.03,36440.582,6
2023.06,38022.83,6
2023.09,38653.723,6
2023.12,40443.441,6
2016.06,23654.953,6
2016.09,23842.384,6
2016.12,24201.562,6
2017.03,24780.021,6
2017.06,25089.224,6
2017.09,25261.874,6
2017.12,26285.429,6
2018.03,26337.069,6
2018.06,26879.993,6
2018.09,27446.236,6
2018.12,27581.836,6
2019.03,27778.834,6
2019.06,27832.114,6
2019.09,27948.919,6
2019.12,28114.348,6
2020.03,28305.492,6
2020.06,25132.36,6
2020.09,29542.875,6
2020.12,28871.825,6
2021.03,30033.55,6
2021.06,31233.841,6
2021.09,31771.86,6
2021.12,33874.737,6
2022.03,34917.375,6
2022.06,37643.194,6
2022.09,38630.301,6
2022.12,39097.107,6
2023.03,38809.32,6
2023.06,38362.697,6
2023.09,38403.458,6
2023.12,38035.086,6
2016.06,23621.265,6
2016.09,23853.982,6
2016.12,24240.924,6
2017.03,24725.839,6
2017.06,25083.961,6
2017.09,25440.577,6
2017.12,25901.427,6
2018.03,26377.381,6
2018.06,26902.195,6
2018.09,27376.774,6
2018.12,27633.026,6
2019.03,27748.556,6
2019.06,27848.426,6
2019.09,27949.507,6
2019.12,28073.186,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,23406.009,6
2016.09,23994.212,6
2016.12,25705.259,6
2017.03,23310.026,6
2017.06,24840.66,6
2017.09,25475.251,6
2017.12,27896.872,6
2018.03,24728.334,6
2018.06,26645.783,6
2018.09,27695.288,6
2018.12,29271.97,6
2019.03,26038.196,6
2019.06,27624.213,6
2019.09,28200.644,6
2019.12,29838.982,6
2020.03,26520.993,6
2020.06,24951.225,6
2020.09,29794.725,6
2020.12,30657.717,6
2021.03,28146.432,6
2021.06,30996.44,6
2021.09,32032.226,6
2021.12,35975.655,6
2022.03,32754.199,6
2022.06,37340.78,6
2022.09,38903.207,6
2022.12,41541.633,6
2023.03,36440.582,6
2023.06,38022.83,6
2023.09,38653.723,6
2023.12,40443.441,6
2016.06,23654.953,6
2016.09,23842.384,6
2016.12,24201.562,6
2017.03,24780.021,6
2017.06,25089.224,6
2017.09,25261.874,6
2017.12,26285.429,6
2018.03,26337.069,6
2018.06,26879.993,6
2018.09,27446.236,6
2018.12,27581.836,6
2019.03,27778.834,6
2019.06,27832.114,6
2019.09,27948.919,6
2019.12,28114.348,6
2020.03,28305.492,6
2020.06,25132.36,6
2020.09,29542.875,6
2020.12,28871.825,6
2021.03,30033.55,6
2021.06,31233.841,6
2021.09,31771.86,6
2021.12,33874.737,6
2022.03,34917.375,6
2022.06,37643.194,6
2022.09,38630.301,6
2022.12,39097.107,6
2023.03,38809.32,6
2023.06,38362.697,6
2023.09,38403.458,6
2023.12,38035.086,6
2016.06,23621.265,6
2016.09,23853.982,6
2016.12,24240.924,6
2017.03,24725.839,6
2017.06,25083.961,6
2017.09,25440.577,6
2017.12,25901.427,6
2018.03,26377.381,6
2018.06,26902.195,6
2018.09,27376.774,6
2018.12,27633.026,6
2019.03,27748.556,6
2019.06,27848.426,6
2019.09,27949.507,6
2019.12,28073.186,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,,6
2016.09,,6
2016.12,,6
2017.03,,6
2017.06,,6
2017.09,18374.424,6
2017.12,21112.477,6
2018.03,18994.22,6
2018.06,19160.244,6
2018.09,19156.117,6
2018.12,21992.054,6
2019.03,19685.968,6
2019.06,19810.531,6
2019.09,19877.469,6
2019.12,22705.92,6
2020.03,20640.323,6
2020.06,17775.1,6
2020.09,21849.754,6
2020.12,24227.653,6
2021.03,22139.988,6
2021.06,23093.672,6
2021.09,21518.421,6
2021.12,26928.565,6
2022.03,24397.046,6
2022.06,24083.701,6
2022.09,24168.154,6
2022.12,27424.951,6
2023.03,24526.146,6
2023.06,24318.684,6
2023.09,24235.857,6
2023.12,27026.937,6
2016.06,,6
2016.09,,6
2016.12,,6
2017.03,,6
2017.06,,6
2017.09,19087.074,6
2017.12,19370.683,6
2018.03,19471.61,6
2018.06,19713.289,6
2018.09,19899.969,6
2018.12,20174.418,6
2019.03,20184.802,6
2019.06,20386.291,6
2019.09,20639.555,6
2019.12,20831.406,6
2020.03,21165.373,6
2020.06,18300.648,6
2020.09,22664.52,6
2020.12,22238.395,6
2021.03,22703.663,6
2021.06,23784.824,6
2021.09,22300.936,6
2021.12,24730.924,6
2022.03,25015.878,6
2022.06,24808.625,6
2022.09,25035.585,6
2022.12,25193.403,6
2023.03,25148.826,6
2023.06,25051.401,6
2023.09,25102.996,6
2023.12,24826.115,6
2016.06,,6
2016.09,,6
2016.12,,6
2017.03,,6
2017.06,,6
2017.09,19143.876,6
2017.12,19317.608,6
2018.03,19509.732,6
2018.06,19688.433,6
2018.09,19936.286,6
2018.12,20115.163,6
2019.03,20228.454,6
2019.06,20384.371,6
2019.09,20616.3,6
2019.12,20856.626,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,,6
2016.09,,6
2016.12,,6
2017.03,,6
2017.06,,6
2017.09,3570.189,6
2017.12,4062.285,6
2018.03,4131.369,6
2018.06,3755.582,6
2018.09,3658.582,6
2018.12,4320.651,6
2019.03,4288.873,6
2019.06,3887.467,6
2019.09,3898.683,6
2019.12,4492.364,6
2020.03,4153.621,6
2020.06,2276.721,6
2020.09,3695.481,6
2020.12,4276.991,6
2021.03,4180.847,6
2021.06,4388.338,6
2021.09,3588.917,6
2021.12,4072.961,6
2022.03,4037.249,6
2022.06,4445.674,6
2022.09,4812.067,6
2022.12,5264.42,6
2023.03,5237.252,6
2023.06,4935.241,6
2023.09,5064.514,6
2023.12,5542.183,6
2016.06,,6
2016.09,,6
2016.12,,6
2017.03,,6
2017.06,,6
2017.09,3782.899,6
2017.12,3863.881,6
2018.03,3934.822,6
2018.06,3929.343,6
2018.09,3861.817,6
2018.12,4113.679,6
2019.03,4145.581,6
2019.06,4010.552,6
2019.09,4077.109,6
2019.12,4310.451,6
2020.03,4093.35,6
2020.06,2300.92,6
2020.09,3813.565,6
2020.12,4166.381,6
2021.03,4197.552,6
2021.06,4332.019,6
2021.09,3670.394,6
2021.12,4025.471,6
2022.03,4103.036,6
2022.06,4315.911,6
2022.09,4901.805,6
2022.12,5246.838,6
2023.03,5352.253,6
2023.06,4751.534,6
2023.09,5161.48,6
2023.12,5532.776,6
2016.06,,6
2016.09,,6
2016.12,,6
2017.03,,6
2017.06,,6
2017.09,3807.249,6
2017.12,3861.547,6
2018.03,3919.684,6
2018.06,3939.227,6
2018.09,3999.59,6
2018.12,4107.019,6
2019.03,4113.207,6
2019.06,4040.167,6
2019.09,4101.979,6
2019.12,4273.671,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,,6
2016.09,,6
2016.12,,6
2017.03,,6
2017.06,,6
2017.09,21944.613,6
2017.12,25174.762,6
2018.03,23125.589,6
2018.06,22915.826,6
2018.09,22814.699,6
2018.12,26312.705,6
2019.03,23974.841,6
2019.06,23697.998,6
2019.09,23776.153,6
2019.12,27198.284,6
2020.03,24793.944,6
2020.06,20051.821,6
2020.09,25545.235,6
2020.12,28504.644,6
2021.03,26320.835,6
2021.06,27482.01,6
2021.09,25107.338,6
2021.12,31001.526,6
2022.03,28434.296,6
2022.06,28529.375,6
2022.09,28980.221,6
2022.12,32689.372,6
2023.03,29763.398,6
2023.06,29253.925,6
2023.09,29300.371,6
2023.12,32569.121,6
2016.06,21269.258,6
2016.09,21598.183,6
2016.12,22009.557,6
2017.03,22536.957,6
2017.06,22803.693,6
2017.09,22921.058,6
2017.12,23202.653,6
2018.03,23360.176,6
2018.06,23674.879,6
2018.09,23846.796,6
2018.12,24211.914,6
2019.03,24253.449,6
2019.06,24484.793,6
2019.09,24852.611,6
2019.12,25003.78,6
2020.03,25105.656,6
2020.06,20643.773,6
2020.09,26517.42,6
2020.12,26266.945,6
2021.03,26926.098,6
2021.06,28246.17,6
2021.09,26004.133,6
2021.12,28598.791,6
2022.03,29058.587,6
2022.06,29345.329,6
2022.09,30002.903,6
2022.12,30134.237,6
2023.03,30149.248,6
2023.06,30258.457,6
2023.09,30514.645,6
2023.12,30055.352,6
2016.06,21237.412,6
2016.09,21601.783,6
2016.12,22051.61,6
2017.03,22485.026,6
2017.06,22801.477,6
2017.09,22996.858,6
2017.12,23119.91,6
2018.03,23429.274,6
2018.06,23630.838,6
2018.09,23936.667,6
2018.12,24072.875,6
2019.03,24289.125,6
2019.06,24499.728,6
2019.09,24838.889,6
2019.12,24898.039,6
2020.03,24983.524,6
2020.06,24749.957,6
2020.09,25689.286,6
2020.12,26256.787,6
2021.03,27120.279,6
2021.06,27567.497,6
2021.09,28020.238,6
2021.12,28501.832,6
2022.03,29320.806,6
2022.06,29642.841,6
2022.09,29911.185,6
2022.12,30120.814,6
2023.03,30162.458,6
2023.06,30370.738,6
2023.09,30373.501,6
2023.12,30173.029,6
2016.06,6863.56,6
2016.09,7052.113,6
2016.12,7642.823,6
2017.03,7446.887,6
2017.06,7201.294,6
2017.09,7179.966,6
2017.12,7966.261,6
2018.03,7821.789,6
2018.06,7514.249,6
2018.09,7647.701,6
2018.12,8397.456,6
2019.03,8135.983,6
2019.06,8017.403,6
2019.09,7911.991,6
2019.12,8723.181,6
2020.03,8093.1,6
2020.06,5613.637,6
2020.09,6569.408,6
2020.12,7214.922,6
2021.03,7057.335,6
2021.06,7654.068,6
2021.09,7584.8,6
2021.12,8521.457,6
2022.03,8133.305,6
2022.06,9319.98,6
2022.09,10238.542,6
2022.12,10941.335,6
2023.03,10154.941,6
2023.06,9927.711,6
2023.09,9865.138,6
2023.12,10490.576,6
2016.06,7038.766,6
2016.09,7295.623,6
2016.12,7306.55,6
2017.03,7346.483,6
2017.06,7412.338,6
2017.09,7421.037,6
2017.12,7586.909,6
2018.03,7737.851,6
2018.06,7741.491,6
2018.09,7906.972,6
2018.12,7967.017,6
2019.03,8078.041,6
2019.06,8254.822,6
2019.09,8185.874,6
2019.12,8248.114,6
2020.03,8067.395,6
2020.06,5772.165,6
2020.09,6799.151,6
2020.12,6807.64,6
2021.03,7053.484,6
2021.06,7867.298,6
2021.09,7845.224,6
2021.12,8032.006,6
2022.03,8144.911,6
2022.06,9574.122,6
2022.09,10586.587,6
2022.12,10309.154,6
2023.03,10176.059,6
2023.06,10199.784,6
2023.09,10195.005,6
2023.12,9885.57,6
2016.06,7115.62,6
2016.09,7232.911,6
2016.12,7326.964,6
2017.03,7352.357,6
2017.06,7390.501,6
2017.09,7449.412,6
2017.12,7583.992,6
2018.03,7705.432,6
2018.06,7783.816,6
2018.09,7875.862,6
2018.12,7977.417,6
2019.03,8099.595,6
2019.06,8213.885,6
2019.09,8259.327,6
2019.12,8216.364,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,6863.56,6
2016.09,7052.113,6
2016.12,7642.823,6
2017.03,7446.887,6
2017.06,7201.294,6
2017.09,7179.966,6
2017.12,7966.261,6
2018.03,7821.789,6
2018.06,7514.249,6
2018.09,7647.701,6
2018.12,8397.456,6
2019.03,8135.983,6
2019.06,8017.403,6
2019.09,7911.991,6
2019.12,8723.181,6
2020.03,8093.1,6
2020.06,5613.637,6
2020.09,6569.408,6
2020.12,7214.922,6
2021.03,7057.335,6
2021.06,7654.068,6
2021.09,7584.8,6
2021.12,8521.457,6
2022.03,8133.305,6
2022.06,9319.98,6
2022.09,10238.542,6
2022.12,10941.335,6
2023.03,10154.941,6
2023.06,9927.711,6
2023.09,9865.138,6
2023.12,10490.576,6
2016.06,7038.766,6
2016.09,7295.623,6
2016.12,7306.55,6
2017.03,7346.483,6
2017.06,7412.338,6
2017.09,7421.037,6
2017.12,7586.909,6
2018.03,7737.851,6
2018.06,7741.491,6
2018.09,7906.972,6
2018.12,7967.017,6
2019.03,8078.041,6
2019.06,8254.822,6
2019.09,8185.874,6
2019.12,8248.114,6
2020.03,8067.395,6
2020.06,5772.165,6
2020.09,6799.151,6
2020.12,6807.64,6
2021.03,7053.484,6
2021.06,7867.298,6
2021.09,7845.224,6
2021.12,8032.006,6
2022.03,8144.911,6
2022.06,9574.122,6
2022.09,10586.587,6
2022.12,10309.154,6
2023.03,10176.059,6
2023.06,10199.784,6
2023.09,10195.005,6
2023.12,9885.57,6
2016.06,7115.62,6
2016.09,7232.911,6
2016.12,7326.964,6
2017.03,7352.357,6
2017.06,7390.501,6
2017.09,7449.412,6
2017.12,7583.992,6
2018.03,7705.432,6
2018.06,7783.816,6
2018.09,7875.862,6
2018.12,7977.417,6
2019.03,8099.595,6
2019.06,8213.885,6
2019.09,8259.327,6
2019.12,8216.364,6
2020.03,,6
2020.06,,6
2020.09,,6
2020.12,,6
2021.03,,6
2021.06,,6
2021.09,,6
2021.12,,6
2022.03,,6
2022.06,,6
2022.09,,6
2022.12,,6
2023.03,,6
2023.06,,6
2023.09,,6
2023.12,,6
2016.06,3497.474,6
2016.09,3686.892,6
2016.12,3726.496,6
2017.03,3646.739,6
2017.06,3605.416,6
2017.09,3742.768,6
2017.12,3687.847,6
2018.03,3637.454,6
2018.06,3706.952,6
2018.09,3741.137,6
2018.12,3752.926,6
2019.03,3670.674,6
2019.06,3830.499,6
2019.09,3728.969,6
2019.12,4045.656,6
2020.03,3724.404,6
2020.06,3515.44,6
2020.09,3713.045,6
2020.12,4000.303,6
2021.03,3794.209,6
2021.06,4041.381,6
2021.09,3953.567,6
2021.12,4549.585,6
2022.03,3972.409,6
2022.06,4206.414,6
2022.09,4236.58,6
2022.12,4469.407,6
2023.03,4274.645,6
2023.06,4458.778,6
2023.09,4675.892,6
2023.12,4716.838,6
2016.06,3497.474,6
2016.09,3686.892,6
2016.12,3726.496,6
2017.03,3646.739,6
2017.06,3605.416,6
2017.09,3742.768,6
2017.12,3687.847,6
2018.03,3637.454,6
2018.06,3706.952,6
2018.09,3741.137,6
2018.12,3752.926,6
2019.03,3670.674,6
2019.06,3830.499,6
2019.09,3728.969,6
2019.12,4045.656,6
2020.03,3724.404,6
2020.06,3515.44,6
2020.09,3713.045,6
2020.12,4000.303,6
2021.03,3794.209,6
2021.06,4041.381,6
2021.09,3953.567,6
2021.12,4549.585,6
2022.03,3972.409,6
2022.06,4206.414,6
2022.09,4236.58,6
2022.12,4469.407,6
2023.03,4274.645,6
2023.06,4458.778,6
2023.09,4675.892,6
2023.12,4716.838,6
2016.06,3542.287,6
2016.09,3644.676,6
2016.12,3686.664,6
2017.03,3672.38,6
2017.06,3663.181,6
2017.09,3677.529,6
2017.12,3684.742,6
2018.03,3680.042,6
2018.06,3698.186,6
2018.09,3722.21,6
2018.12,3735.352,6
2019.03,3725.179,6
2019.06,3773.301,6
2019.09,3838.431,6
